RX,STIOCPMV,Index,Date,Time,FREQ[MHz],SINGLE[kHz],CRS_UF[kHz],CLR_LF[kHz],LEVEL[dBm],AM-MOD./90Hz[%],AM-MOD./150Hz[%],FREQ_90[Hz],FREQ_150[Hz],DDM(90-150)[1],SDM[%],PHI-90/150[°],ID-MOD.[%],ID-F.[Hz],ID-CODE,ID-Per.[s],Last_ID[s],DotLen[ms],DashLen[ms],DotDashGap[ms],Lettergap[ms],LEV_CLR_LF[dBm],LEV_CRS_UF[dBm],AM-MOD_CLR_LF/90Hz[%],AM-MOD_CLR_LF/150Hz[%],FREQ_90_CLR_LF[Hz],FREQ_150_CLR_LF[Hz],DDM_CLR_LF(90-150)[1],SDM_CLR_LF[%],PHI-90/150_CLR_LF[°],AM-MOD_CRS_UF/90Hz[%],AM-MOD_CRS_UF/150Hz[%],FREQ_90_CRS_UF[Hz],FREQ_150_CRS_UF[Hz],DDM_CRS_UF(90-150)[1],SDM_CRS_UF[%],PHI-90/150_CRS_UF[°],PHI-90/90[°],PHI-150/150[°],ResFM90[Hz],ResFM150[Hz],K2/90Hz[%],K2/150Hz[%],K3/90Hz[%],K3/150Hz[%],K4/90Hz[%],K4/150Hz[%],THD/90Hz[%],THD/150Hz[%],AM240[%],GPS_lat.,GPS_long.,GPS_alt[m],GPS_speed[km/h],GPS_date,GPS_time,GPS_Sat,GPS_Status,GPS_Fix,GPS_HDOP,GPS_VDOP,GPS_Und.[m],Temp[°C],MeasTime[ms],MeasMode,LOC_GP,ATT.MODE,DemodOffset_1F[kHz],DemodOffset_CRS[kHz],DemodOffset_CLR[kHz],Autotune_1F,Autotune_CRS,Autotune_CLR,IFBW_Man_WIDE,IFBW_Man_UCLC,BaseBand_Lev[V],BaseBand_DC[V],TrigCounter,I/Q_Position,I/Q_Samples,x
1,  I   M ,38,23.07.2024,16:46:46.728,334.7000,-0.2444,-.----,-.----,-111.30,2.32,2.22,-.--,-.--,0.9,4.54,-.--,8.82,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,519.61,620.06,3.05,2.34,2.26,1.92,1.85,2.63,293.86,inf,2.72,06 59.49731920' S,107 33.97311570' E,672.09,3.30,23.07.2024,09:47:33.365,5,OK,GPS,1.29,2.14,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,39,23.07.2024,16:46:47.228,334.7000,-0.4644,-.----,-.----,-111.41,2.62,2.84,-.--,-.--,-1.9,5.46,-.--,6.21,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,437.02,642.01,3.91,2.99,2.77,2.63,3.19,2.15,inf,252.74,3.16,06 59.49735920' S,107 33.97320570' E,671.94,3.12,23.07.2024,09:47:33.865,5,OK,GPS,1.29,2.14,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,40,23.07.2024,16:46:47.727,334.7000,-0.4372,-.----,-.----,-111.31,2.81,2.18,-.--,-.--,5.4,4.98,-.--,7.69,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,592.46,572.93,4.32,2.66,1.76,1.96,3.31,3.22,301.56,290.31,2.27,06 59.49756280' S,107 33.97407300' E,671.79,4.22,23.07.2024,09:47:34.364,6,OK,GPS,1.15,2.04,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,41,23.07.2024,16:46:48.227,334.7000,-0.1347,-.----,-.----,-111.33,2.56,2.65,-.--,-.--,-0.8,5.21,-.--,7.82,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,581.76,591.14,3.34,2.65,1.62,2.28,2.22,2.16,inf,267.16,2.29,06 59.49766280' S,107 33.97444800' E,671.64,4.51,23.07.2024,09:47:34.864,6,OK,GPS,1.15,2.04,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,42,23.07.2024,16:46:48.727,334.7000,-0.3297,-.----,-.----,-111.52,2.10,2.60,-.--,-.--,-4.3,4.70,-.--,7.08,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,514.24,688.51,3.66,2.44,2.08,2.28,1.89,1.78,inf,217.89,2.74,06 59.49757184' S,107 33.97538224' E,671.63,4.96,23.07.2024,09:47:35.364,6,OK,GPS,1.15,2.04,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,43,23.07.2024,16:46:49.227,334.7000,-0.3331,-.----,-.----,-111.47,2.15,2.04,-.--,-.--,1.0,4.19,-.--,7.56,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,591.97,601.82,2.55,1.80,2.69,2.07,2.15,2.61,277.58,323.98,3.63,06 59.49760184' S,107 33.97596224' E,671.53,5.31,23.07.2024,09:47:35.864,6,OK,GPS,1.15,2.04,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,44,23.07.2024,16:46:49.727,334.7000,-0.2914,-.----,-.----,-111.51,2.70,2.49,-.--,-.--,1.8,5.19,-.--,7.20,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,568.14,614.40,2.57,2.56,1.89,2.68,2.99,2.30,inf,283.83,2.83,06 59.49785008' S,107 33.97628308' E,671.56,5.10,23.07.2024,09:47:36.364,6,OK,GPS,1.15,2.04,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,45,23.07.2024,16:46:50.227,334.7000,-0.2952,-.----,-.----,-111.52,2.50,1.89,-.--,-.--,5.2,4.39,-.--,6.91,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,615.12,684.85,2.69,2.62,2.18,2.86,2.90,2.31,inf,327.41,2.75,06 59.49796008' S,107 33.97676808' E,671.51,5.25,23.07.2024,09:47:36.864,6,OK,GPS,1.15,2.04,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,46,23.07.2024,16:46:50.727,334.7000,-0.3963,-.----,-.----,-111.58,2.35,2.13,-.--,-.--,1.9,4.48,-.--,7.69,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,623.48,515.68,2.61,2.05,2.35,2.51,2.63,2.23,inf,inf,2.64,06 59.49792004' S,107 33.97599820' E,671.33,4.02,23.07.2024,09:47:37.364,5,OK,GPS,1.29,2.14,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,47,23.07.2024,16:46:51.227,334.7000,-0.3001,-.----,-.----,-111.56,2.20,2.54,-.--,-.--,-2.9,4.74,-.--,7.73,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,553.72,615.68,2.81,2.66,1.97,1.82,3.23,2.35,311.01,250.72,2.57,06 59.49797504' S,107 33.97602320' E,671.23,3.66,23.07.2024,09:47:37.864,5,OK,GPS,1.29,2.14,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,48,23.07.2024,16:46:51.727,334.7000,-0.2385,-.----,-.----,-111.39,1.68,2.08,-.--,-.--,-3.5,3.76,-.--,7.11,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,607.57,535.97,2.76,2.10,2.77,1.66,2.16,2.19,inf,251.87,1.81,06 59.49788000' S,107 33.97649832' E,671.13,4.15,23.07.2024,09:47:38.364,5,OK,GPS,1.29,2.14,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,49,23.07.2024,16:46:52.227,334.7000,-0.3202,-.----,-.----,-111.53,3.05,2.10,-.--,-.--,8.2,5.15,-.--,7.40,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,590.21,620.90,3.18,2.42,2.11,2.24,2.92,1.95,262.39,303.85,2.82,06 59.49788000' S,107 33.97668832' E,671.03,4.10,23.07.2024,09:47:38.864,5,OK,GPS,1.29,2.14,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,50,23.07.2024,16:46:52.727,334.7000,-0.2517,-.----,-.----,-111.46,2.35,1.78,-.--,-.--,4.9,4.12,-.--,6.85,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,582.42,636.15,4.51,1.87,3.02,3.47,2.77,2.10,inf,434.27,1.94,06 59.49809824' S,107 33.97696016' E,671.20,4.29,23.07.2024,09:47:39.364,5,OK,GPS,1.29,2.14,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,51,23.07.2024,16:46:53.227,334.7000,-0.3141,-.----,-.----,-111.53,2.30,2.12,-.--,-.--,1.5,4.42,-.--,7.31,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,505.13,704.81,3.36,2.67,2.73,2.44,2.73,2.26,331.04,inf,2.78,06 59.49817824' S,107 33.97718016' E,671.20,4.33,23.07.2024,09:47:39.864,5,OK,GPS,1.29,2.14,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,52,23.07.2024,16:46:53.727,334.7000,-0.2108,-.----,-.----,-111.53,2.33,1.96,-.--,-.--,3.2,4.29,-.--,7.50,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,515.85,634.33,2.82,2.33,1.40,2.29,2.76,2.33,inf,inf,3.01,06 59.49787632' S,107 33.97688184' E,671.34,3.45,23.07.2024,09:47:40.364,4,OK,GPS,1.37,2.16,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,53,23.07.2024,16:46:54.227,334.7000,-0.4408,-.----,-.----,-111.61,2.59,2.38,-.--,-.--,1.8,4.98,-.--,7.91,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,475.64,645.75,3.43,2.39,1.94,2.77,2.24,2.38,230.40,inf,3.59,06 59.49781632' S,107 33.97691184' E,671.39,3.15,23.07.2024,09:47:40.864,4,OK,GPS,1.37,2.16,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,54,23.07.2024,16:46:54.727,334.7000,-0.2427,-.----,-.----,-111.29,2.53,2.33,-.--,-.--,1.7,4.85,-.--,7.36,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,520.38,605.80,2.35,2.04,2.02,2.22,1.85,2.15,236.46,inf,2.12,06 59.49707432' S,107 33.97601432' E,671.16,1.26,23.07.2024,09:47:41.364,4,OK,GPS,1.37,2.16,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,55,23.07.2024,16:46:55.227,334.7000,-0.1419,-.----,-.----,-111.18,3.06,1.94,-.--,-.--,9.6,5.00,-.--,7.21,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,436.80,593.36,2.20,2.21,2.44,2.47,2.72,2.05,205.75,inf,3.09,06 59.49676432' S,107 33.97570432' E,671.11,0.38,23.07.2024,09:47:41.864,4,OK,GPS,1.37,2.16,1.60,54,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,56,23.07.2024,16:46:55.727,334.7000,-0.3412,-.----,-.----,-111.24,2.71,2.17,-.--,-.--,4.7,4.88,-.--,7.76,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,468.65,511.90,2.30,2.23,1.79,2.61,2.87,2.10,252.37,inf,3.07,06 59.49698628' S,107 33.97591264' E,671.06,1.78,23.07.2024,09:47:42.364,4,OK,GPS,3.06,2.71,1.60,54,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,57,23.07.2024,16:46:56.227,334.7000,-0.2458,-.----,-.----,-111.23,2.06,2.48,-.--,-.--,-3.6,4.54,-.--,7.67,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,559.10,656.02,3.17,2.89,3.12,2.01,2.22,2.81,381.42,inf,2.84,06 59.49687128' S,107 33.97579264' E,671.01,1.74,23.07.2024,09:47:42.864,4,OK,GPS,3.06,2.71,1.60,54,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,58,23.07.2024,16:46:56.727,334.7000,-0.5107,-.----,-.----,-111.16,2.18,2.04,-.--,-.--,1.2,4.23,-.--,7.98,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,575.06,598.01,2.81,2.96,2.62,3.09,2.77,2.36,329.81,362.91,2.44,06 59.49741100' S,107 33.97564536' E,671.24,1.69,23.07.2024,09:47:43.364,4,OK,GPS,3.06,2.71,1.60,54,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,59,23.07.2024,16:46:57.227,334.7000,-0.4720,-.----,-.----,-111.14,2.64,2.71,-.--,-.--,-0.6,5.35,-.--,7.71,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,402.01,604.84,2.96,2.18,2.06,2.14,2.67,2.54,251.40,352.64,3.88,06 59.49753600' S,107 33.97551536' E,671.29,1.64,23.07.2024,09:47:43.864,4,OK,GPS,3.06,2.71,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,60,23.07.2024,16:46:57.727,334.7000,-0.1757,-.----,-.----,-111.14,2.69,2.31,-.--,-.--,3.2,5.00,-.--,7.08,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,553.62,648.01,3.38,3.16,1.91,2.52,2.11,2.48,241.19,348.81,3.34,06 59.49737456' S,107 33.97560360' E,671.06,1.66,23.07.2024,09:47:44.364,4,OK,GPS,3.06,2.71,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,61,23.07.2024,16:46:58.227,334.7000,-0.3141,-.----,-.----,-111.33,2.82,2.43,-.--,-.--,3.3,5.26,-.--,8.52,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,461.66,683.25,3.34,2.67,2.71,2.55,3.18,2.66,287.38,340.67,3.52,06 59.49739456' S,107 33.97555360' E,671.01,1.64,23.07.2024,09:47:44.864,4,OK,GPS,3.06,2.71,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,62,23.07.2024,16:46:58.727,334.7000,-0.3454,-.----,-.----,-111.38,2.26,2.52,-.--,-.--,-2.2,4.78,-.--,7.36,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,472.62,603.96,2.91,2.12,2.34,1.96,2.40,2.54,288.94,inf,3.27,06 59.49699145' S,107 33.97574920' E,671.10,1.46,23.07.2024,09:47:45.365,4,OK,GPS,3.06,2.71,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,63,23.07.2024,16:46:59.227,334.7000,-0.3322,-.----,-.----,-111.35,2.41,2.20,-.--,-.--,1.8,4.61,-.--,6.63,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,573.68,615.75,3.91,2.18,2.48,1.92,3.27,2.65,354.31,317.10,3.34,06 59.49685645' S,107 33.97578920' E,671.10,1.38,23.07.2024,09:47:45.865,4,OK,GPS,3.06,2.71,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,64,23.07.2024,16:46:59.727,334.7000,-0.4309,-.----,-.----,-111.37,2.36,1.91,-.--,-.--,3.9,4.27,-.--,8.37,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,455.73,612.35,2.70,2.48,3.20,1.77,2.26,1.62,336.22,322.72,2.47,06 59.49695350' S,107 33.97528320' E,671.24,0.94,23.07.2024,09:47:46.365,4,OK,GPS,3.06,2.71,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I     ,65,23.07.2024,16:47:00.227,334.7000,-0.3402,-.----,-.----,-111.40,2.22,2.71,-.--,-.--,-4.2,4.92,-.--,6.44,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,612.50,598.59,3.63,3.02,2.22,2.48,1.84,2.37,inf,336.03,2.94,06 59.49690350' S,107 33.97512320' E,671.29,0.72,23.07.2024,09:47:46.865,4,OK,GPS,3.06,2.71,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,66,23.07.2024,16:47:00.727,334.7000,-0.4149,-.----,-.----,-111.39,2.76,2.53,-.--,-.--,2.0,5.29,-.--,7.24,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,511.94,600.16,2.62,2.69,2.97,1.62,2.86,2.78,332.01,inf,3.10,06 59.49632115' S,107 33.97516795' E,671.06,1.26,23.07.2024,09:47:47.365,4,OK,GPS,3.06,2.71,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,67,23.07.2024,16:47:01.227,334.7000,-0.1484,-.----,-.----,-111.37,2.26,2.39,-.--,-.--,-1.2,4.65,-.--,7.23,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,449.16,523.64,2.49,3.08,2.40,2.35,2.95,2.98,331.08,348.30,3.13,06 59.49607615' S,107 33.97508295' E,671.01,1.32,23.07.2024,09:47:47.865,4,OK,GPS,3.06,2.71,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,68,23.07.2024,16:47:01.727,334.7000,-0.2142,-.----,-.----,-111.16,2.35,2.49,-.--,-.--,-1.2,4.83,-.--,7.82,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,476.17,580.45,2.44,2.05,2.29,2.40,2.76,2.13,inf,246.70,3.19,06 59.49650000' S,107 33.97427450' E,671.51,0.80,23.07.2024,09:47:48.365,4,OK,GPS,3.06,2.71,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I     ,69,23.07.2024,16:47:02.227,334.7000,-0.3759,-.----,-.----,-111.23,1.88,1.47,-.--,-.--,3.5,3.35,-.--,7.65,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,645.12,584.21,2.44,2.57,2.54,2.30,2.46,2.54,379.22,inf,3.02,06 59.49650000' S,107 33.97392450' E,671.66,0.64,23.07.2024,09:47:48.865,4,OK,GPS,3.06,2.71,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,70,23.07.2024,16:47:02.727,334.7000,-0.3405,-.----,-.----,-111.23,2.11,2.25,-.--,-.--,-1.2,4.36,-.--,6.96,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,493.28,635.27,2.56,2.57,2.42,1.83,2.56,2.71,385.49,410.25,3.75,06 59.49630890' S,107 33.97447540' E,671.67,1.13,23.07.2024,09:47:49.365,4,OK,GPS,3.06,2.71,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,71,23.07.2024,16:47:03.227,334.7000,-0.3102,-.----,-.----,-110.94,2.39,2.98,-.--,-.--,-5.1,5.38,-.--,7.50,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,565.49,670.77,3.74,2.86,2.18,1.96,2.70,1.99,304.09,200.43,2.77,06 59.49623890' S,107 33.97445540' E,671.77,1.21,23.07.2024,09:47:49.865,4,OK,GPS,3.06,2.71,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,72,23.07.2024,16:47:03.727,334.7000,-0.2894,-.----,-.----,-110.70,2.59,2.15,-.--,-.--,3.8,4.74,-.--,6.40,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,549.07,593.69,4.05,2.56,2.20,2.43,2.41,2.74,321.89,317.00,2.15,06 59.49585495' S,107 33.97021755' E,672.42,1.04,23.07.2024,09:47:50.365,5,OK,GPS,1.25,2.06,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
