RX,STIOCPMV,Index,Date,Time,FREQ[MHz],SINGLE[kHz],CRS_UF[kHz],CLR_LF[kHz],LEVEL[dBm],AM-MOD./90Hz[%],AM-MOD./150Hz[%],FREQ_90[Hz],FREQ_150[Hz],DDM(90-150)[1],SDM[%],PHI-90/150[°],ID-MOD.[%],ID-F.[Hz],ID-CODE,ID-Per.[s],Last_ID[s],DotLen[ms],DashLen[ms],DotDashGap[ms],Lettergap[ms],LEV_CLR_LF[dBm],LEV_CRS_UF[dBm],AM-MOD_CLR_LF/90Hz[%],AM-MOD_CLR_LF/150Hz[%],FREQ_90_CLR_LF[Hz],FREQ_150_CLR_LF[Hz],DDM_CLR_LF(90-150)[1],SDM_CLR_LF[%],PHI-90/150_CLR_LF[°],AM-MOD_CRS_UF/90Hz[%],AM-MOD_CRS_UF/150Hz[%],FREQ_90_CRS_UF[Hz],FREQ_150_CRS_UF[Hz],DDM_CRS_UF(90-150)[1],SDM_CRS_UF[%],PHI-90/150_CRS_UF[°],PHI-90/90[°],PHI-150/150[°],ResFM90[Hz],ResFM150[Hz],K2/90Hz[%],K2/150Hz[%],K3/90Hz[%],K3/150Hz[%],K4/90Hz[%],K4/150Hz[%],THD/90Hz[%],THD/150Hz[%],AM240[%],GPS_lat.,GPS_long.,GPS_alt[m],GPS_speed[km/h],GPS_date,GPS_time,GPS_Sat,GPS_Status,GPS_Fix,GPS_HDOP,GPS_VDOP,GPS_Und.[m],Temp[°C],MeasTime[ms],MeasMode,LOC_GP,ATT.MODE,DemodOffset_1F[kHz],DemodOffset_CRS[kHz],DemodOffset_CLR[kHz],Autotune_1F,Autotune_CRS,Autotune_CLR,IFBW_Man_WIDE,IFBW_Man_UCLC,BaseBand_Lev[V],BaseBand_DC[V],TrigCounter,I/Q_Position,I/Q_Samples,x
1,  I   M ,73,23.07.2024,16:47:04.227,334.7000,-0.3104,-.----,-.----,-110.64,2.96,2.41,-.--,-.--,4.7,5.36,-.--,7.89,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,504.85,647.46,2.17,2.42,2.06,1.79,3.22,2.51,246.40,281.88,3.08,06 59.49566995' S,107 33.96865255' E,672.72,1.02,23.07.2024,09:47:50.865,5,OK,GPS,1.25,2.06,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,74,23.07.2024,16:47:04.727,334.7000,-0.4160,-.----,-.----,-110.70,2.27,2.54,-.--,-.--,-2.3,4.81,-.--,7.37,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,525.26,597.20,4.02,2.27,2.42,2.58,2.34,2.17,476.95,inf,2.64,06 59.49547130' S,107 33.96891665' E,673.02,1.75,23.07.2024,09:47:51.365,5,OK,GPS,1.25,2.06,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,75,23.07.2024,16:47:05.227,334.7000,-0.3056,-.----,-.----,-110.69,2.66,2.75,-.--,-.--,-0.7,5.41,-.--,6.69,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,621.95,565.98,2.91,2.41,2.26,1.94,2.62,2.18,324.23,243.93,2.91,06 59.49528130' S,107 33.96802165' E,673.32,2.01,23.07.2024,09:47:51.865,5,OK,GPS,1.25,2.06,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,76,23.07.2024,16:47:05.727,334.7000,-0.4272,-.----,-.----,-110.88,1.86,2.03,-.--,-.--,-1.5,3.89,-.--,7.53,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,521.63,632.50,2.33,2.14,2.36,2.10,2.70,1.83,379.96,256.92,3.33,06 59.49517320' S,107 33.96812310' E,673.62,1.29,23.07.2024,09:47:52.365,5,OK,GPS,1.25,2.06,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,77,23.07.2024,16:47:06.227,334.7000,-0.2866,-.----,-.----,-110.89,2.35,2.46,-.--,-.--,-1.0,4.81,-.--,7.69,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,468.64,592.69,2.45,2.01,3.05,1.91,2.44,2.26,294.09,264.35,2.73,06 59.49501320' S,107 33.96759310' E,673.92,1.19,23.07.2024,09:47:52.865,5,OK,GPS,1.25,2.06,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I     ,78,23.07.2024,16:47:06.727,334.7000,-0.3339,-.----,-.----,-110.78,2.34,2.04,-.--,-.--,2.5,4.38,-.--,7.36,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,583.66,606.60,3.19,3.66,2.08,3.15,3.04,2.23,324.66,340.28,3.57,06 59.49436180' S,107 33.96685835' E,674.08,2.18,23.07.2024,09:47:53.365,6,OK,GPS,0.98,1.73,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,79,23.07.2024,16:47:07.227,334.7000,-0.3690,-.----,-.----,-111.07,2.88,2.34,-.--,-.--,4.6,5.22,-.--,7.81,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,584.26,520.31,1.92,2.87,2.39,3.11,2.32,2.38,inf,inf,2.21,06 59.49402180' S,107 33.96625335' E,674.33,2.49,23.07.2024,09:47:53.865,6,OK,GPS,0.98,1.73,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,80,23.07.2024,16:47:07.727,334.7000,-0.2678,-.----,-.----,-111.09,2.76,2.78,-.--,-.--,-0.2,5.54,-.--,6.99,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,578.67,598.84,2.16,2.70,2.64,2.19,2.49,2.47,inf,inf,2.33,06 59.49439160' S,107 33.96649465' E,674.58,1.55,23.07.2024,09:47:54.365,6,OK,GPS,0.98,1.73,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,81,23.07.2024,16:47:08.227,334.7000,-0.2268,-.----,-.----,-111.14,2.38,2.46,-.--,-.--,-0.7,4.84,-.--,6.73,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,529.66,585.10,3.71,2.19,2.14,2.21,2.45,1.89,431.50,233.42,1.70,06 59.49431160' S,107 33.96619965' E,674.83,1.40,23.07.2024,09:47:54.865,6,OK,GPS,0.98,1.73,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,82,23.07.2024,16:47:08.727,334.7000,-0.3158,-.----,-.----,-111.42,1.89,1.74,-.--,-.--,1.3,3.63,-.--,7.66,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,516.51,544.01,4.18,3.24,1.70,2.22,2.37,2.34,inf,inf,3.36,06 59.49475030' S,107 33.96624590' E,674.13,1.08,23.07.2024,09:47:55.365,6,OK,GPS,0.98,1.73,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I     ,83,23.07.2024,16:47:09.227,334.7000,-0.3355,-.----,-.----,-111.39,2.09,2.42,-.--,-.--,-2.9,4.51,-.--,6.98,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,554.48,734.05,4.56,2.37,2.52,1.83,1.74,2.34,438.69,inf,2.71,06 59.49486030' S,107 33.96607590' E,674.03,0.86,23.07.2024,09:47:55.865,6,OK,GPS,0.98,1.73,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,84,23.07.2024,16:47:09.727,334.7000,-0.4222,-.----,-.----,-111.30,2.21,2.49,-.--,-.--,-2.4,4.70,-.--,7.23,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,546.93,597.94,3.26,2.72,2.15,2.13,2.63,2.37,381.32,263.04,2.29,06 59.49434240' S,107 33.96586495' E,674.20,0.93,23.07.2024,09:47:56.365,6,OK,GPS,0.98,1.73,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,85,23.07.2024,16:47:10.227,334.7000,-0.2256,-.----,-.----,-111.14,2.09,2.75,-.--,-.--,-5.7,4.85,-.--,8.49,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,516.16,719.46,3.99,2.15,2.09,2.39,2.09,2.62,inf,inf,3.31,06 59.49422240' S,107 33.96567995' E,674.20,0.81,23.07.2024,09:47:56.865,6,OK,GPS,0.98,1.73,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,86,23.07.2024,16:47:10.727,334.7000,-0.3452,-.----,-.----,-111.17,2.29,1.81,-.--,-.--,4.1,4.10,-.--,7.03,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,549.83,650.58,2.68,3.34,1.68,2.83,2.22,2.61,293.22,inf,2.90,06 59.49422525' S,107 33.96563145' E,674.34,0.92,23.07.2024,09:47:57.365,6,OK,GPS,0.98,1.73,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,87,23.07.2024,16:47:11.227,334.7000,-0.3461,-.----,-.----,-111.23,2.68,2.27,-.--,-.--,3.5,4.95,-.--,8.18,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,519.20,596.81,2.07,2.91,1.90,2.65,2.70,2.77,222.25,287.50,2.13,06 59.49415025' S,107 33.96549645' E,674.39,0.88,23.07.2024,09:47:57.865,6,OK,GPS,0.98,1.73,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,88,23.07.2024,16:47:11.727,334.7000,-0.2097,-.----,-.----,-111.11,2.85,2.55,-.--,-.--,2.6,5.40,-.--,7.84,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,569.28,513.92,2.16,1.87,2.16,1.96,2.45,1.99,184.26,284.02,2.45,06 59.49412985' S,107 33.96536145' E,674.44,1.08,23.07.2024,09:47:58.365,6,OK,GPS,0.98,1.73,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,89,23.07.2024,16:47:12.227,334.7000,-0.3153,-.----,-.----,-111.04,2.06,2.22,-.--,-.--,-1.4,4.28,-.--,6.29,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,498.41,537.34,2.33,1.97,1.82,2.37,2.56,2.58,inf,279.36,3.77,06 59.49407485' S,107 33.96522645' E,674.49,1.14,23.07.2024,09:47:58.865,6,OK,GPS,0.98,1.73,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,90,23.07.2024,16:47:12.727,334.7000,-0.3202,-.----,-.----,-111.15,2.67,1.77,-.--,-.--,7.8,4.44,-.--,6.15,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,551.45,569.19,2.32,2.67,1.84,2.10,2.87,2.26,314.83,457.48,2.99,06 59.49404715' S,107 33.96536445' E,674.26,1.15,23.07.2024,09:47:59.365,6,OK,GPS,0.98,1.73,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,91,23.07.2024,16:47:13.227,334.7000,-0.2226,-.----,-.----,-111.37,2.82,1.88,-.--,-.--,8.0,4.70,-.--,7.44,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,509.87,681.56,3.01,2.29,2.06,1.60,2.57,2.47,218.36,inf,2.45,06 59.49400215' S,107 33.96532945' E,674.21,1.19,23.07.2024,09:47:59.865,6,OK,GPS,0.98,1.73,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,92,23.07.2024,16:47:13.727,334.7000,-0.4051,-.----,-.----,-111.20,2.23,2.94,-.--,-.--,-6.0,5.17,-.--,7.78,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,477.85,561.39,2.83,2.38,2.11,1.82,2.08,2.37,294.77,170.87,3.30,06 59.49406635' S,107 33.96537635' E,674.16,1.33,23.07.2024,09:48:00.365,7,OK,GPS,0.91,1.66,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,93,23.07.2024,16:47:14.227,334.7000,-0.2748,-.----,-.----,-111.26,2.73,2.51,-.--,-.--,1.9,5.24,-.--,7.75,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,534.06,577.64,2.97,2.94,2.38,1.58,2.24,2.62,262.17,inf,2.53,06 59.49406135' S,107 33.96537135' E,674.11,1.41,23.07.2024,09:48:00.865,7,OK,GPS,0.91,1.66,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,94,23.07.2024,16:47:14.727,334.7000,-0.2349,-.----,-.----,-111.18,2.82,2.38,-.--,-.--,3.8,5.20,-.--,7.19,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,574.92,670.47,3.57,2.68,2.11,2.01,2.37,2.80,237.77,inf,2.92,06 59.49491630' S,107 33.96559840' E,674.88,0.05,23.07.2024,09:48:01.365,7,OK,GPS,0.91,1.66,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,95,23.07.2024,16:47:15.226,334.7000,-0.2943,-.----,-.----,-111.15,1.41,2.18,-.--,-.--,-6.7,3.59,-.--,8.64,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,579.32,589.61,3.79,2.59,2.44,2.05,3.20,2.94,inf,406.64,3.91,06 59.49522568' S,107 33.96567824' E,675.13,-0.40,23.07.2024,09:48:01.864,7,OK,GPS,0.91,1.66,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,96,23.07.2024,16:47:15.726,334.7000,-0.4698,-.----,-.----,-111.26,2.52,2.23,-.--,-.--,2.5,4.76,-.--,7.65,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,507.98,573.17,3.56,2.68,2.14,2.16,2.56,3.03,inf,inf,2.49,06 59.49463544' S,107 33.96563548' E,674.97,0.50,23.07.2024,09:48:02.364,7,OK,GPS,0.91,1.66,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,97,23.07.2024,16:47:16.226,334.7000,-0.3066,-.----,-.----,-111.12,2.77,2.92,-.--,-.--,-1.3,5.69,-.--,7.21,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,588.48,563.45,3.98,2.47,1.57,2.50,2.56,2.55,301.47,226.19,3.05,06 59.49461544' S,107 33.96567048' E,675.07,0.55,23.07.2024,09:48:02.864,7,OK,GPS,0.91,1.66,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,98,23.07.2024,16:47:16.726,334.7000,-0.4449,-.----,-.----,-111.29,2.61,2.50,-.--,-.--,1.0,5.12,-.--,7.56,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,565.67,638.49,2.18,2.16,2.69,2.37,2.47,2.50,227.72,260.25,2.71,06 59.49492280' S,107 33.96607376' E,675.31,0.71,23.07.2024,09:48:03.364,7,OK,GPS,0.91,1.66,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,99,23.07.2024,16:47:17.226,334.7000,-0.3223,-.----,-.----,-111.07,2.24,1.88,-.--,-.--,3.1,4.12,-.--,7.82,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,562.04,714.44,3.40,2.55,2.20,2.07,2.85,2.82,324.43,inf,1.83,06 59.49502280' S,107 33.96624376' E,675.46,0.80,23.07.2024,09:48:03.864,7,OK,GPS,0.91,1.66,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,100,23.07.2024,16:47:17.726,334.7000,-0.4352,-.----,-.----,-111.08,2.08,2.88,-.--,-.--,-6.9,4.95,-.--,6.45,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,514.08,592.49,1.77,1.76,2.24,2.80,3.01,2.59,292.29,328.66,2.61,06 59.49557292' S,107 33.96630464' E,675.47,1.39,23.07.2024,09:48:04.364,7,OK,GPS,0.91,1.66,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,101,23.07.2024,16:47:18.226,334.7000,-0.3879,-.----,-.----,-110.95,2.19,1.94,-.--,-.--,2.1,4.13,-.--,7.15,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,483.04,686.18,2.20,2.48,1.95,1.93,3.36,2.57,344.46,322.11,2.84,06 59.49583792' S,107 33.96643464' E,675.57,1.66,23.07.2024,09:48:04.864,7,OK,GPS,0.91,1.66,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,102,23.07.2024,16:47:18.726,334.7000,-0.2572,-.----,-.----,-110.96,2.48,2.30,-.--,-.--,1.5,4.78,-.--,6.93,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,458.98,600.52,2.59,2.74,2.42,2.10,2.34,2.60,240.08,265.58,2.80,06 59.49538000' S,107 33.96676924' E,675.54,1.03,23.07.2024,09:48:05.364,7,OK,GPS,0.91,1.66,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I     ,103,23.07.2024,16:47:19.226,334.7000,-0.1794,-.----,-.----,-110.88,2.81,2.59,-.--,-.--,1.9,5.41,-.--,6.72,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,492.13,572.54,2.83,2.95,2.04,1.90,3.20,2.56,306.46,232.30,2.76,06 59.49538000' S,107 33.96697424' E,675.59,0.97,23.07.2024,09:48:05.864,7,OK,GPS,0.91,1.66,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
1,  I   M ,104,23.07.2024,16:47:19.726,334.7000,-0.3110,-.----,-.----,-110.96,2.53,2.05,-.--,-.--,4.1,4.59,-.--,7.21,-.-,----,-.--,-.--,-.-,-.-,-.-,-.-,-.--,-.--,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,-.--,-.--,-.-,-.--,0.00,-.--,-.--,490.86,566.69,3.29,2.28,2.28,1.92,2.32,1.90,262.21,357.50,3.22,06 59.49577556' S,107 33.96731564' E,675.91,2.00,23.07.2024,09:48:06.364,7,OK,GPS,0.91,1.66,1.60,55,500,WIDE,GS,Auto:Low Noise+,-.-,-.-,-.-,FIXED,OFF,OFF,25KHZ,3KHZ,-.---,-.---,0,-,0,
